job_id,job_title,company,descriptions,location,category,subcategory,role,type,salary,listingDate
74647548,"Administration Assistant / Executive, Johor Bahru",Linde Material Handling (M) Sdn Bhd,"Requirements:
Well versed in English and Bahasa Malaysia.
Experience in using Microsoft Office for monthly analysis reports
Good communication & organizational skills on daily jobs
Job Responsibilities:
Sourcing and prepare comparison of vendor's quotation for company purchase
Assist Branch Senior Administration Executive for office administration tasks
Executing daily operation task in SAP
Prepare Truck Delivery Order / Collection Note / CTC copy invoice
Receive & Verify Shipment container, battery, Charges and attachment
Planning proper maintenance of Sales files by category / customer
In charge of Fixed Asset (Trucks, Battery & Charger) disposable process
Perform follow up calls to customers for outstanding payment or signed agreement & purchase order",Johor Bahru District,Administration & Office Support,Administrative Assistants,administrative-executive,Full time,,2024-03-22T01:02:14Z
74661908,Human Resource Executive,EXPRESS MISSION SDN. BHD.,"Responsibilities:
Assist in the daily operations of HR functions/duties
Preparation of monthly payroll and statutory payments (EPF, SOCSO, Tax, EIS, HRDC and other salary deductions/payments) within the time frame
Checking on staff attendances via the time management system and duty rosters
Manage all aspects of recruitment process including sourcing candidates, job postings, pre-screening and interview arrangements
Assist in training activities and handling HRDC related matters
Attend to HR related administrative matters such as updating of staff leave records, issuance of employment letters, filing systems and maintenance of personnel files
Ensure the human resource related practices are in compliance with regulations and internal policies
Requirements:
Diploma or Degree in Human Resources or equivalent
Minimum 3 years of relevant experiences
Good communication and interpersonal skills
Familiar with payroll software",Klang District,Human Resources & Recruitment,Consulting & Generalist HR,human-resource-executive,Full time,,2024-03-22T07:52:12Z
74677974,Account Executive,Private Advertiser,"JOB DESCRIPTION:
To handle AP, issuance of Tax invoice, Pv, debit note and credit note, journal voucher, bank reconciliation, creditor and debtor reconciliation, staff claim, principal claim and other related financial accounting matters; to maintain a systematic filing.
To perform reconciliation and financial analysis.
Assists in financial control, financial accounting and reporting.
Maintain records of all financial documents.
Assists superior in month end reporting.
To perform stock takes and stock reconciliation every quarter of the year.
To assists superior on liaise with internal and external auditor, tax agents, tax authorities, custom, company secretary and legal adviser
Data entry into computerized accounting system and filling.
Any ad-hoc duties assigned by manager from time to time.
REQUIREMENT:
Candidate must possess at least LCCI level 3,
Required Language : Chinese, English & Malay.
At least 3 year(s) experience in FMCG or related field.
Working at audit firm before will be added advantage.",Kota Kinabalu District,Accounting,Bookkeeping & Small Practice Accounting,account-executive,Full time,"RM3,800 - RM4,500 per month",2024-03-23T02:48:18Z
74668633,ACCOUNTS EXECUTIVE,Bottega Mediterranea Sdn Bhd,"Job Description:
Manage bookkeeping and full set of accounts
Perform bank reconciliation, credit card statement reconciliation, daily payment issuance, and daily collection activities.
Handle accounts payable and accounts receivable functions, ensuring accuracy and timeliness.
Undertake ad-hoc duties relevant to the role as requested by the immediate supervisor.
Requirement:
Candidate must posses at least a Diploma/Advance Diploma/Degree in Finance/Accountancy or equivalent
Minimum 2 years of relevant experience
Able to handle full set of accounts
Demonstrates maturity and ability to work efficiently with high level of accuracy and meet tight deadlines",Petaling,Accounting,Assistant Accountants,accounts-executive,Full time,"RM3,000 - RM3,500 per month",2024-03-22T10:07:24Z
74658223,Personal Assistant,Capspring Temasik Financial Group Sdn Bhd,"â€¢ Schedule meetings and manage calendars
â€¢ Take accurate and comprehensive notes at meetings ( not sure need or not)
â€¢ assist in submitting and follow-up cases via emails
â€¢ Run errands as requested
â€¢ Plan travel, including flights, accommodation and ground transportation
â€¢ Assist Coordinate events and speaking engagements
â€¢ â Medical claims and expenses",Petaling,Administration & Office Support,"PA, EA & Secretarial",personal-assistant,Full time,,2024-03-22T05:59:38Z
74652325,Administrative Executive & Admin Assistant,Chartwell Asset Management Sdn. Bhd,"Immediate Position Available
Scope and Purpose
The incumbent (Admin Assistant) would be assigned to be based at our client's site - commercial/residential/ mixed-development property and will report to the Property Manager. The Admin Assistant will perform administrative and customer service support to the residence.
The Admin Assistant also responsible to collect payments, issuing receipts, involves in the AGM, EGM preparation, and handles all ad hoc projects.
This is a full-time position, plus occasional overtime. Due to the nature of the position, the hours are flexible to fit the need, but typically include Monday to Friday from 9:00am-6.00pm and Saturday 9.00am-1.00pm , with occasional weekend requirements when needed.
Responsibilities of the role include the following:
Provide Administrative assistance to the owners / or residents, visitors, contractors, etc. and provide directions and general assistance.
Assist in compilation of monthly and quarterly reports and to ensure timely submission.
Handle all inward and outward correspondences.
Keep records of all necessary information, documents, etc.
Perform all office administrative duties, including the filing of all correspondences, storing and retrieval of old files and records and keeping and updating tenant records.
Receive telephone calls and direct callers to the appropriate officers and provide available information, where required.
Making requisition of management office stationery and maintain inventory
Provide other administrative support to the office when necessary.
To carry out other duties that may be assigned from time to time by the Property Manager.
Key Requirements:
Diploma holder / other relevant professional certification with at least 2 years of relevant administrative experience.
Basic financial / accounting knowledge is preferred
Self-driven & team player
Good interpersonal and communication skills to build rapport within the working team and residents/tenants
Well versed in Microsoft Office
Good written & spoken English.
Experience in using UBS (BSM) / Condo Master / Advelsoft / CSS software is required
.
Note: Please ensure details like address, current salary and expected salary is stated clearly in the CV.
Work Location :
Kelana Jaya PJ
Interested candidates are invited.
Attention: Ms. Siti / Bunitha
Chartwell Asset Management Sdn. Bhd
B-11-3A & B-11-05, Level 11
Gateway Corporate Suites,
Gateway Kiaramas,
No-1, Jalan Desa Kiara, Mont Kiara,
50480, Kuala Lumpur, Malaysia
Tel :
(603) 6203 3000",Petaling,Administration & Office Support,Administrative Assistants,Executive-Administration-Officer,Contract/Temp,"RM2,300 - RM2,500 per month",2024-03-22T03:23:09Z
74667977,Accounts Executive (5 working days),E-NESCOM DESIGNIFY ELEMENTS SDN. BHD.,"Job Description
Full set of accounts
Take in payment received from AR
Checking the AR and AP aging to make sure the balance stated in statement of account matched with system.
Preparing AP Payment (Utilities, Rental, Supplier & Other Payables)
Filling (Invoice, receipts, payment voucher etc)
Perform bank recon
Manage cash flow
Manage bank transfer for internal & external
Monitoring email & sales report for mall
Perform SST Report & submission SST
Liaise with third party (Banker, secretary, statutory department, mall management, suppliers)
Assist in month-end closing activities
Other ad-hoc duties as assigned
Job Requirements
Candidate must possess at least a Diploma / SPM or equivalent.
Required skill(s): MS Excel, MS Word,
Autocount.
Required language(s):
Mandarin
, English and Bahasa Malaysia.
Must be able to speak and read Mandarin.
At least 1 year(s) of working experience in the related field is required for this position.
Possessing accounting knowledge / experience are added advantage.
Fresh Graduate are encouraged to apply.",Johor Bahru District,Accounting,Bookkeeping & Small Practice Accounting,accounts-executive,Full time,"RM3,500 - RM5,000 per month",2024-03-22T09:52:54Z
74648654,HR & Admin Assistant äººäº‹è¡Œæ”¿åŠ©ç†,Fiffy Sdn. Bhd.,"ðŸŒŸ Exciting Opportunity, join us as Admin Assistant in the Baby Product Industry! ðŸš€
Job Description:
We're looking for a meticulous Admin Assistant to handle accurate and timely payroll transactions, update staff data, and assist with various HR tasks, including issuing letters. If you're detail-oriented and ready to contribute to our team, apply now for an exciting opportunity! ðŸš€ðŸ’¼
Responsibilities:
ðŸ”„ Execute accurate and timely payroll transactions:
Ensure precision in processing payroll activities.
Adhere to company policies and statutory requirements.
ðŸ’¼ Manage salary disbursements, leave, attendance, and reporting:
Oversee operational aspects of payroll processing.
Handle salary disbursements efficiently.
Monitor and manage leave and attendance records.
Generate accurate and timely reports.
ðŸ“ Issue Letters of Employment and related documentation:
Handle documentation processes.
Issue Letters of Employment and Confirmation Letters.
ðŸ“Š Monitor staff confirmation, contracts, and medical claims:
Keep track of staff confirmation and contract due dates.
Monitor and manage medical claim usage.
ðŸ‘¥ Assist in various HR functions and daily operations:
Provide support in HR-related functions.
Contribute to the smooth running of daily operations.
ðŸŒŸ Contribute to continuous improvement initiatives:
Assist in the implementation of improvement initiatives.
Participate in ad-hoc project rollouts.
Requirements:
ðŸŽ“
Education Background:
Minimum SPM/Diploma/Degree in Business Administrative/Human Resources or equivalent.
ðŸ“†
Experience:
Minimum 1 year of payroll experience
(fresh graduates are encourage to apply).
ðŸ—£
Language Proficiency:
Excellent communication in Mandarin, Bahasa Malaysia, and English.
ðŸ¤¹â€â™‚ï¸
Skills:
Ability to multitask and work independently.
Effective prioritization and deadline management.
Strong interpersonal skills.
ðŸ’»
Tech:
Proficient in Microsoft Office, especially Excel.
Familiarity with iFlexi payroll software is advantage.
Ready for an exciting career in the baby product industry? Click ""
Quick Apply
"" and be a part of our vibrant team! ðŸ¼
ðŸŒŸ
æ¿€åŠ¨äººå¿ƒçš„æœºä¼šï¼ŒåŠ å…¥æˆ‘ä»¬ï¼Œæˆä¸ºå©´å„¿äº§å“è¡Œä¸šçš„è¡Œæ”¿åŠ©ç†ï¼ðŸš€
æˆ‘ä»¬æ­£åœ¨å¯»æ‰¾ä¸€ä½ç»†è‡´çš„è¡Œæ”¿åŠ©ç†æ¥å¤„ç†å‡†ç¡®åŠæ—¶çš„å·¥èµ„äº¤æ˜“ã€æ›´æ–°å‘˜å·¥æ•°æ®å¹¶ååŠ©å®Œæˆå„ç§äººåŠ›èµ„æºä»»åŠ¡ï¼ŒåŒ…æ‹¬å‘å‡ºä¿¡ä»¶ã€‚ å¦‚æžœæ‚¨æ³¨é‡ç»†èŠ‚å¹¶å‡†å¤‡å¥½ä¸ºæˆ‘ä»¬çš„å›¢é˜Ÿåšå‡ºè´¡çŒ®ï¼Œè¯·ç«‹å³ç”³è¯·ä»¥èŽ·å¾—ä»¤äººå…´å¥‹çš„æœºä¼šï¼ðŸš€ðŸ’¼
ðŸ”„ æ‰§è¡Œå‡†ç¡®åŠæ—¶çš„å·¥èµ„äº¤æ˜“ï¼š
ç¡®ä¿è–ªèµ„æ´»åŠ¨å¤„ç†çš„å‡†ç¡®æ€§ã€‚
éµå®ˆå…¬å¸æ”¿ç­–å’Œæ³•å®šè¦æ±‚ã€‚
ðŸ’¼ ç®¡ç†å·¥èµ„æ”¯ä»˜ã€ä¼‘å‡ã€å‡ºå‹¤å’ŒæŠ¥å‘Šï¼š
ç›‘ç£å·¥èµ„å•å¤„ç†çš„è¿è¥æ–¹é¢ã€‚
é«˜æ•ˆå¤„ç†å·¥èµ„æ”¯ä»˜ã€‚
ç›‘æŽ§å’Œç®¡ç†ä¼‘å‡å’Œå‡ºå‹¤è®°å½•ã€‚
ç”Ÿæˆå‡†ç¡®ã€åŠæ—¶çš„æŠ¥å‘Šã€‚
ðŸ“ ç­¾å‘é›‡ä½£ä¿¡åŠç›¸å…³æ–‡ä»¶ï¼š
å¤„ç†æ–‡æ¡£æµç¨‹ã€‚
å‘å‡ºé›‡ä½£ä¿¡å’Œç¡®è®¤ä¿¡ã€‚
ðŸ“Š è´Ÿè´£å‘˜å·¥è½¬æ­£ã€åˆåŒå’ŒåŒ»ç–—ç´¢èµ”ï¼š
è·Ÿè¿›å‘˜å·¥è½¬æ­£å’ŒåˆåŒåˆ°æœŸæ—¥æœŸã€‚
è´Ÿè´£è·Ÿè¿›åŒ»ç–—ç´¢èµ”çš„ä½¿ç”¨æƒ…å†µã€‚
ðŸ‘¥ ååŠ©å„ç§äººåŠ›èµ„æºèŒèƒ½å’Œæ—¥å¸¸è¿è¥ï¼š
æä¾›äººåŠ›èµ„æºç›¸å…³èŒèƒ½æ–¹é¢çš„æ”¯æŒã€‚
æœ‰åŠ©äºŽæ—¥å¸¸è¿è¥çš„é¡ºåˆ©è¿›è¡Œã€‚
ðŸŒŸ ä¸ºæŒç»­æ”¹è¿›ä¸¾æŽªåšå‡ºè´¡çŒ®ï¼š
ååŠ©å®žæ–½æ”¹è¿›æŽªæ–½ã€‚
å‚ä¸Žä¸´æ—¶é¡¹ç›®çš„æŽ¨å‡ºã€‚
è¦æ±‚ï¼š
ðŸŽ“
æ•™è‚²èƒŒæ™¯ï¼š
æœ€ä½Ž SPM/æ–‡å‡­/å•†ä¸š/äººåŠ›èµ„æºå­¦ä½ã€‚
ðŸ“†
ç»éªŒï¼š
è‡³å°‘ 1 å¹´è–ªèµ„ç»éªŒï¼ˆ
é¼“åŠ±åº”å±Šæ¯•ä¸šç”Ÿç”³è¯·
ï¼‰ã€‚
ðŸ—£
è¯­è¨€èƒ½åŠ›ï¼š
èƒ½ç”¨æ™®é€šè¯ã€é©¬æ¥è¯­å’Œè‹±è¯­è¿›è¡Œè‰¯å¥½çš„æ²Ÿé€šã€‚
ðŸ¤¹â€â™‚ï¸
æŠ€èƒ½ï¼š
èƒ½å¤ŸåŒæ—¶å¤„ç†å¤šé¡¹ä»»åŠ¡å’Œç‹¬ç«‹å·¥ä½œã€‚
æœ‰æ•ˆçš„ä¼˜å…ˆçº§å’ŒæœŸé™ç®¡ç†ã€‚
è¾ƒå¼ºçš„äººé™…äº¤å¾€èƒ½åŠ›ã€‚
ðŸ’»
æŠ€æœ¯ï¼š
ç²¾é€šMicrosoft Officeï¼Œå°¤å…¶æ˜¯Excelã€‚
ç†Ÿæ‚‰ iFlexi è–ªèµ„è½¯ä»¶è€…ä¼˜å…ˆã€‚
å‡†å¤‡å¥½åœ¨å©´å„¿äº§å“è¡Œä¸šè¿ŽæŽ¥æ¿€åŠ¨äººå¿ƒçš„èŒä¸šç”Ÿæ¶¯äº†å—ï¼Ÿç‚¹å‡»â€œ
Quick Apply
â€æˆä¸ºæˆ‘ä»¬å……æ»¡æ´»åŠ›çš„å›¢é˜Ÿçš„ä¸€éƒ¨åˆ†ï¼ðŸ¼",Johor Bahru District,Administration & Office Support,Administrative Assistants,Human-Resources-Administration-Officer,Full time,"RM2,300 - RM3,000 per month",2024-03-22T01:42:10Z
74654924,Office Admin,Rich Products Corporation,"Rich Products Corporation is a Multi-National Corporation (MNC) with over 11,000 associates worldwide and is a leading supplier in the foodservice, in-store bakery, retail and industrial marketplaces. We specialize in the manufacturing of an extensive array of delicious products to satisfy the appetite of customers in more than 100 countries and six continents.
There is an exciting opportunity to arise for a talented, dynamic, and passionate candidate to fill the role of
Office Admin under Finance Department
. This great opportunity is best suited for an energetic and aspiring candidate who wants to be part of a global organization.
Reporting directly to the Finance Manager, you will be responsible for supporting all the administration processes in order to fulfill the sales demand.
Some of your
key responsibilities
will include but are not limited to the following:
Office Admin
License renewal/application - for all Company premises
Office maintenance for all Company premises - including sourcing of contractor, cost comparison, coordinator role for repair/maintenance with building management.
Office Equipment renewal /purchases - notebook, mobile contract, new request, roaming activation, etc
Utilities account application/monthly billing keep track -Manage the new application & monthly billing, ensure pass to Finance for payment on time.
Courier management - to ensure all the courier request being properly recorded & verified before submitting to Finance for payment.
Insurance renewal
Pantry / stationery replenishment
Assist in office celebration/ Company trip planning - look for quotation, cost comparison and propose to GM
Drat letter/MEMO for business related as needed.
To stand-by in office after working hour for infra software upgrade ad hod
Any ad hoc as per request
HR Admin
On boarding - ensure the new joiner notebook, parking card, mobile phone are ready before joining. Co-ordinate with outsource and Regional IT for PC set up
Sick leave record
Staff insurance renewal
Any ad hod as per request
Sales /Logistic Admin
To assist logistic in placing of Customerâ€™s order and update in Excel for tracking - including to co-ordinate with Customer / Plant if needed
To back up the sales order processing/ stock adjustment during the staffs absent
To assist in new customer account opening - CTOS check, documents check and liaise with Sales team/ plants/Customer if needed.
To participate in inventory stock take/reconciliation
To assist in Trade Promo calculation and Credit Note preparation for Customers.
To assist in Delivery order verification with all warehouses - make sure all DO is sign and affix with correct Company chop& follow up for any incompliance.
To assist in initial sales contract signing & renewal of sales contract
Any ad hoc as per request
REQUIREMENTS:
The candidate must possess at least Diploma degree.
3 years minimum experience in the food industry or multinational fast-moving consumer products (FMCG) environment.
Required language(s): Fluency in English and Mandarin speaking and writing.
Good in computer literacy including Word and Excel (experience in operating formulas is an added advantage)
Positive attitude, proactive, and outspoken
Committed and able to meet deadline assigned.
Detail oriented & good follow up skills
Good team player with strong communication skills with all level
Willing put in extra effort to learn new skills
You will find yourself working in a welcoming, family, and friendly performance culture where positive results are recognized and rewarded.
Rich Products Malaysia wishes to thank all prospective applicants for taking the time to apply for the role.",Petaling,Administration & Office Support,Administrative Assistants,office-administrator,Full time,"RM3,500 - RM4,500 per month",2024-03-22T04:00:15Z
74677998,Environmental Engineer,Shin-Etsu (Malaysia) Sdn Bhd,"Responsibilities :
Ensure all scheduled waste is managed and disposed of in accordance with legal compliance.
Ensure scheduled waste contractor operations & management comply with regulations.
Carry out monitoring and auditing on all environmental issues.
Monitor all parameters of air stack emission, effluent/water discharge & noise generation are within the specification per legal compliance.
Prepare and submit environmental reports to DOE and build rapport with DOE.
Conduct regular inspections to ensure that there is no occurrence of environmental pollution caused by abnormal activities and processes in the workplace.
Identify, investigate and report on root causes for environmental incident
Maintain and update all necessary ISO 14001 documentation from time to time - policies, manual, procedures, compliance obligations, aspect impacts, etc.
Assist relevant departments to update departmental environmental aspect impact.
Provide advice and assist relevant departments that generate scheduled waste as per legal compliance.
Supervise and monitor material handler (forklift operator) as needed for on-site scheduled waste handling and management.
Requirements :
Candidate must possess at least Bachelor'Degree/post graduate diploma in Environment, Safety and Health or equivalent
Competent person with CePSWaM or relevant certification certified by DOE and DOSH are preferred.
Knowledge of ISO 14001, ISO 45001 and safety regulatory requirements will be added advantages.
Required language (s) : Bahasa Malaysia, English
Ability to multi-task and work independently, possess initiative responsible.
At least 1-2 years relevant working experience
Fresh graduate is encourage to apply
Applicants must be willing to work in Shah Alam",Shah Alam/Subang,Engineering,Environmental Engineering,environmental-engineer,Full time,"RM3,000 - RM3,500 per month",2024-03-23T03:52:15Z
74661277,ADMIN EXECUTIVE,QDOS INTERCONNECT SDN BHD,"ESSENTIAL FUNCTIONS
Full spectrum of administrative duties
RESPONSIBILITIES
1.Responsible for inventory management and issuing of employee badges, stationary, uniforms and PPE, pantry items, beverage, drinking water etc., submit monthly purchasing record regularly.
2.In-charge/maintain record of office equipment, furniture & fitting, operators' locker listing and cleaners.
3.Liaison with outsource transporters and housekeeping for operatorsâ€™ transportation and related matters.
4.Responsible for workers' hostel arrangement for new foreign workers and safe keep all the hostel agreement.
5.To notify hostel owners and Management at least 2 months before the expiry date of the agreement.
6.Liaison with caterer, management of cafeteria., vending machines etc.
7.Responsible to keep track of Company license, Company Vehicle Road Tax/insurance expiry date and inform appointed agent for renewal
8.Manage company parking bay applications & allocation.
9.Plan & facilitate Staff Birthday Celebration.Â TakeÂ charge of festiveÂ decorations. Coordinate team buildings activities &Â other events' preparation &Â logistics, including budget setting,Â venue bookings, transportation, catering etc.
10.Handling other ad-hoc tasks as assigned by the management.
REQUIREMENTS
1.Candidate must possess at least a Certificate or Diploma, in any field.
2.At least 3 year(s) of working experience in the related field.
3.Preferably Junior Executive specializing in General Administration, Human Resources or equivalent.
4.Able to multitasks, good interpersonal, planning and communication skills
5.Computer savvy in Microsoft Excel.
6.Possess a valid driving license & transportation.
7.Candidates with immediate/short notice are highly advantageous.",Seberang Perai,Administration & Office Support,Administrative Assistants,administrative-executive,Full time,"RM2,800 - RM3,500 per month",2024-03-22T07:23:31Z
74665863,Order Processing Specialist,Procurri Malaysia Sdn Bhd,"*Fresh graduates are welcome to apply!
Job Summary
We are seeking a detail-oriented and organized individual to join our team as an Order Processing Specialist. The primary responsibility of this role is to independently manage a queue of orders, efficiently QA them, clean them up, and process them following company standards and guidelines for third-party datacentre maintenance contracts. The ideal candidate should have strong communication skills, be proficient in English, possess a basic understanding of MS Excel for data entry and analysis, and have prior experience in order processing. Candidates with a background in finance or analysis are encouraged to apply. This position is based in KL, Malaysia.
Job Responsibilities
Independently manage a queue of orders for third-party datacentre maintenance contracts.
Efficiently QA orders to ensure accuracy and compliance with company standards and guidelines.
Clean up orders as needed to resolve any discrepancies or errors.
Process orders accurately and efficiently using CRM systems and other relevant tools.
Communicate effectively with internal teams (Sales, Quoting, Finance, Purchasing) and external vendors to ensure timely order fulfillment.
Utilize MS Excel for basic data entry and analysis as required.
Ensure compliance with company policies and procedures related to order processing.
Collaborate with other departments to resolve order-related issues and improve process efficiency.
Assist other regions within the order processing team with order management tasks as needed.
Job Requirements
Bachelor's degree in finance, business administration, or related field preferred.
Prior experience in order processing or a similar role is advantageous.
Strong communication skills in English, both written and verbal.
Proficiency in MS Excel for basic data entry and analysis.
Familiarity with CRM systems is a plus.
Detail-oriented with excellent organizational skills.
Ability to work collaboratively with cross-functional teams and external stakeholders.
Key Skills Required
Proficient in English language (both written and spoken)
Basic understanding of MS Excel
Familiarity with CRM systems
Problem solving
Background in finance or analysis preferred
Experience in order processing is a plus
Ability to independently manage a queue of orders, efficiently QA them, clean them up, and process them following company standards and guidelines
Ability to collaborate effectively with other departments, including Sales, Quoting, Finance, Purchasing, and external vendors
Willingness to assist other regions within the order processing team as needed",Petaling,Administration & Office Support,Administrative Assistants,order-processing-specialist,Full time,"RM2,500 - RM2,800 per month",2024-03-22T09:41:58Z
74181086,Admin Assistant,DOCTOR ANYWHERE OPERATIONS PTE. LTD.,"About the team
Doctor Anywhere's Operations team is a crucial part of the company. We ensure the day-to-day excellence of our TPA business, virtual and in-person clinical services, resolving operational issues in a timely manner and providing the best customer experience possible. We make sure that our customers remain our top priority.
About the role
As a
Senior/Admin Assistant
you will play a vital role in ensuring the financial stability and efficiency of our clinic business. You will work closely with the claims team and contribute to reporting activities.
The ideal candidate will have a mindset of continuous improvement and will demonstrate curiosity, collaboration, and the ability to deal with ambiguity, especially in a start-up environment.
This role is based in the
Malaysia
and reports directly to the
Manager, Claims
A summary of the key responsibilities is as follows:
Perform various Claims administrative and clerical tasks
Perform general clerical duties including claims registration, filing and scan supporting documents inclusive but not limited to batching of claims, downloading claims data, etc
Perform accurate data entry and checking of member and claims details
Prompt acknowledgments of claims being triggered to the customers
Timely and accurate registration of all the relevant benefits under the policies entitled for claim
Authenticating claims documents with clinics/hospitals
Attend to email enquiries
Support the team in administrative and operational duties and ad-hoc duties as assigned.
About you
Minimum Diploma in relevant discipline
Minimum 2 years experience preferably in the insurance industry. Fresh graduates are welcome to apply.
Proficient in MS Office and G Suite in particular Excel and Google Sheets
Familiar operating with the Gmail setup
Meticulous, reliable and customer-friendly
Genuine curiosity and strong desire to continuously learn and grow
Experience of working within a tech startup and hyper growth environment would be a bonus
A start-up attitude - you take full ownership of things that you do, willing to go out of your comfort zones and take on new challenges.
Comfortable with ambiguity and flexible to learn new things - weâ€™re not done growing, and heading into uncharted territories is part of the fun!
About Doctor Anywhere
Doctor Anywhere (DA) is a regional tech-enabled, omnichannel healthcare provider delivering care to 2.5 million users across 6 countries in Southeast Asia. Founded in 2017 with a mission to make healthcare simple, accessible, and efficient for all, DA leverages technology to enable individuals towards preventive, long-term health via holistic offerings including our telehealth app, physical clinics and pharmacies, mental wellness, specialist consults, and also an online health & wellness marketplace for supplements, healthy snacks, home-based health screening and vaccinations.
DAâ€™s goal is to build a regional digital healthcare ecosystem, advanced by the 3,000 GPs and specialists within our regional network, over 1,000 corporate organisations, and 25 regional insurers we work with. Grounded in our motto â€œKeep Going, Keep Growingâ€, our team strives towards excellence, with innovation and collaboration at our core, and values diversity in perspectives brought by every member. Join us in our mission to transform Southeast Asiaâ€™s healthcare future!
Not for you? We have other opportunities that may interest you or someone you know. Feel free to visit us at our careers page - https://doctoranywhere.com/job-listing/ for more information.",Petaling,Administration & Office Support,Administrative Assistants,administration-officer,Full time,"RM2,000 - RM2,600 per month",2024-03-22T02:38:07Z
74650808,Assistant HR & Admin Manager,AMS Group of Companies,"This job position is under Asia Mobile Supplies Sdn. Bhd. (678479U), one of the company under AMS Group of Companies. Work in a Dynamic and Fun environment. We are based in IKON-Taman Connaught, Cheras. We are excited to meet you!
Responsibilities
Ensure accurate and timely processing and payment of salaries, allowances, arrears and expenses claims to employee.
Ensure HR day-to-day operations on-going compliance with related HR statutory requirements, company policies and procedures.
Manage and advice Management on disciplinary issues, staff counselling and grievances, terminations and other employee related matters in compliance with local labour laws/Industrial Relations Act as well as Employment Act.
Maintain compliance with federal, state, and local employment laws and regulations.
Attend auditor query related to HR & Admin.
Draft new policies, procedures and best practices.
Manage recruitment, on board, confirmation and resignation process & report to Manager.
Compile and analysis employee yearly appraisal result and submit to Manager.
Coordinate and improve staff communication, events and functions.
Attend to staff formal/informal grievance and feedback to top management.
Schedule training related assigned job functions to employees.
Prepare report regarding HR & Admin related matters and present to top management if require.
Monitor and maintain of HR & Admin related systems.
Assist in developing and implementing HR strategies and initiatives aligned with the overall business strategy.
Supervise the work of subordinate and provide feedback and counsel to improve efficiency and effectiveness.
Requirements & Skills
Qualification: Minimum Bachelor's Degree in relevant field.
Minimum 5 years of working experience in relevant field.
Good command of Mandarin, English and Bahasa Malaysia in verbal and written.
Able to work independently, responsible, self-motivated, under pressure with deadlines, attention to detail, high emotional intelligence, multi-tasking, resourceful and high self-discipline.
Ability to act with integrity, professionalism, and confidentiality.
Advanced in Microsoft Office applications and HR software systems.
Good knowledge of employment-related laws and regulations.
Good presentation, organizational and problem-solving skills.
Good analytical, interpersonal, negotiation and conflict resolution skills.
Good management, supervisory and leadership skills.
Ability to prioritize tasks and to delegate them when appropriate.
Preferable can start work immediately.",Cheras,Human Resources & Recruitment,Consulting & Generalist HR,Human-Resources-and-Administration-Manager,Full time,"RM5,500 - RM8,000 per month",2024-03-22T02:49:00Z
74651297,Operations Safety Executive,HENGYUAN REFINING COMPANY  BERHAD,"PRINCIPAL ACCOUNTABILITIES:
[List down the Principle Accountabilities covered in your position.
It should address elements of HSSE]
Conduct site walks and conduct / lead / attend contractors tool box talks to ensure full compliance on Operations Safety practices on site.
Participate actively in Goal Zero (GZ), Turun Padang (TP) and other site assurance walks, compile and highlight findings and track completion of action items arising
Monitor, conduct health checks and finding analysis on Goal Zero and Turun Padang walks on a monthly and quarterly basis
Develop/update site Operations Safety procedures with inputs from industry best practices, learning from incidents or new update from legal requirement or guidelines, Â and ensuring it is current.
Drive communication and implementation of any new/revised Operations Safety procedure ensuring effective and sustainable implementation in the field
Support Operations Safety presence in daily Operations (PU1 and PU2) morning meeting in highlighting safety concerns and keeping updated on daily Operations Safety matters / concerns.
Conduct and support site HSSE campaigns, recognition events, celebration and promotional activities including various stakeholders (staff and contractors) to foster strong partnership in continuous improvement of strong safety culture.
Support and involve in site wide Incident Investigation and Causal Learning exercises as and when necessary",Port Dickson District,Engineering,Process Engineering,Safety-Executive,Full time,"RM4,000 - RM6,000 per month",2024-03-22T03:02:24Z
74635429,ADMIN ASSISTANT,K & T Industries Trading,"With / without experience
Have computer knowledge
Ready to discover new knowledge
Willing to work independently
Positive attitude
Problem solving abilities and patience",Klang District,Administration & Office Support,Administrative Assistants,administration-officer,Full time,,2024-03-21T08:30:12Z
74638215,Site Engineer,CHINA STATE CONSTRUCTION ENGINEERING (M) SDN BHD,"Job Descriptionï¼š
Project Planning & Monitoring, follow-up & prepare report on work site progress work closely with Project Manager on co-ordination & planning for work
Attend site meeting
Ensure all works are carried out in accordance to the drawings, specifications, construction plan, procedures, work instructions and most importantly, on schedule
Co-ordinate all aspects of works with client & sub-contractors
Control the use of site resources and overall project cost & also monitor and control wastage on site
Cooperate with the company's technical department and participate in the implementation of BIM and C-score
Working experience in the construction industry - HDB project would be an advantage
Required to carry out duties and job functions as may be assigned to you from time to time by the manager, such duties are not necessarily limited the above title and responsibilities.
JOB QUALIFICATIONS:
Required skill(s): MS Office, AutoCad.
At least 1 year working experience experience in the related field in an advantage but we also encourage all Fresh Graduates to apply.
Candidate must possess at least a Bachelor's/College Degree , Engineering (Electronics) or equivalent.
Willing to render overtime when needed.
Ability to develop excellent customer relationship.
Diligent and willing to learn new things.
Motivated and able to take the initiative.
Full-Time position(s) available.",Kuala Lumpur,Engineering,Electrical/Electronic Engineering,site-engineer,Full time,,2024-03-21T09:49:24Z
